Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_F,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
239052,2a389831-8490-450a-b417-83b5173dd554,,,,,,F,,Leaver,2009-09-02 12:00:00,11,103,0,0,9,1,0,15,0,0,0,0,2,0,0,9,0
229099,fc44e371-ce09-4c84-af0f-a4f310cca669,,,,,,F,,C,2013-09-05 12:00:00,Leaver,100,1,0,2,0,0,45,1,1,0,2,2,2,0,0,0
172052,9fb7bb8a-c518-4c38-a803-29cdfab8ea19,,,,,,F,,C,2010-09-01 12:00:00,8,121,4,0,2,1,0,23,2,1,0,2,1,1,0,1,0
217997,6bc24d37-6c43-432b-b524-1ce29f7fd4e3,,,,,,M,,C,2013-09-05 12:00:00,9,112,3,0,1,0,0,17,1,1,0,3,1,0,0,1,0
244289,3f44adbe-074f-4b8b-bd14-10a80dd695f0,,,,,,F,,C,2011-09-07 12:00:00,9,113,5,0,4,1,0,4,2,1,0,0,1,2,0,2,0
191643,7e8d9497-acf5-4867-a65e-afe3311a935c,,,,,,F,,C,2009-09-01 12:00:00,8,93,2,0,1,1,0,34,0,1,0,0,2,2,0,8,0
223778,e0c9b380-55dc-43a9-aff0-e4f4e5ee4061,,,,,,M,,C,2009-09-03 12:00:00,11,127,6,0,4,1,0,6,0,1,0,2,9,0,1,2,0
201153,cda080b6-eee7-4400-bad4-ab642aea60bb,,,,,,M,,C,2012-09-04 12:00:00,10,121,1,0,7,1,0,29,1,1,0,1,0,3,1,6,0
171047,0272e011-7a0e-4fbe-9c31-29ac98eeb94d,,,,,,M,,C,2011-09-05 12:00:00,10,97,5,0,3,1,0,14,0,1,0,1,6,0,0,1,0
215734,4f270c1f-2f4b-429c-9135-4f8a99b8d967,,,,,,F,,C,2009-09-01 12:00:00,8,22,3,0,3,1,0,18,1,0,0,0,1,2,1,6,0
149077,4e9ee632-ab35-47dc-b4e7-b1172859437f,,,,,,F,,C,2013-09-09 12:00:00,10,125,7,0,4,1,0,37,2,0,0,0,7,1,1,8,0
135165,08d35bdb-a61b-43f3-bc86-907bcd40083b,,,,,,M,,Leaver,2013-09-01 12:00:00,8,66,3,0,0,0,0,22,1,2,0,2,10,2,1,4,0
165676,52674913-6a0e-4472-a5c9-ac2132794eb8,,,,,,F,,C,2009-09-03 12:00:00,8,117,4,0,2,1,0,13,0,0,0,3,5,1,1,2,0
202630,2bb4b1ad-82ff-4b85-bb28-4fa6f21a3898,,,,,,F,,C,2011-09-01 12:00:00,11,132,6,0,12,2,0,25,3,0,0,2,1,0,1,3,0
202094,2de49259-ec60-414e-bcf6-549f69b5889e,,,,,,M,,C,2012-09-04 12:00:00,9,99,1,0,4,0,0,28,1,0,0,2,4,0,0,5,0
212049,faf7d595-5a74-438f-bf60-cf8e68e35003,,,,,,M,,C,2011-12-02 12:00:00,10,80,5,0,4,0,0,14,1,0,0,1,2,0,0,8,0
198135,5ca0ade3-332b-4163-9fdd-f353891049ff,,,,,,M,,C,2009-09-01 12:00:00,12,130,1,0,2,1,0,27,1,1,0,1,2,2,0,9,0
252164,c4ee332f-9a4b-4afc-956f-b7341310ce23,,,,,,M,,C,2012-09-04 12:00:00,11,86,5,0,2,3,0,6,1,0,0,1,2,1,0,6,0
184450,71056068-3a23-4349-b718-0311ed628678,,,,,,F,,C,2010-09-01 12:00:00,12,114,7,0,2,1,0,35,0,1,0,1,1,1,0,2,0
205321,3c86204a-d7c6-4721-a4f5-f836db66a725,,,,,,F,,C,2012-09-05 12:00:00,11,113,9,0,2,0,0,29,1,2,0,0,2,0,0,4,0
119531,88671c76-935e-4e7b-b468-6f6184ff7175,,,,,,M,,C,2011-09-01 12:00:00,9,128,5,0,2,1,0,5,2,0,0,1,6,3,0,1,0
186063,8052cf10-0558-4498-8b4a-fd7a5ceb045c,,,,,,M,,C,2013-09-03 12:00:00,12,121,2,0,0,1,0,19,1,1,0,1,2,1,0,1,0
133628,b016f288-8334-43a1-b8ba-3b75612140aa,,,,,,F,,Leaver,2009-09-03 12:00:00,Leaver,129,3,0,7,1,0,37,1,0,0,1,4,0,0,5,0
164392,fe83a681-a90c-429f-a422-f1616497f0a2,,,,,,F,,C,2009-09-01 12:00:00,8,114,6,0,0,0,0,31,2,0,0,0,2,1,0,5,0
193024,6dc3f402-7541-499e-8c54-7482e26f0475,,,,,,F,,C,2009-09-03 12:00:00,11,111,1,0,7,3,0,5,0,0,0,1,1,1,0,0,0
196602,10b17ed4-c6b4-45c4-b4cf-2d3bedf86a49,,,,,,M,,C,2010-09-02 12:00:00,10,113,2,0,13,1,0,1,1,0,0,2,0,0,0,0,0
179289,50b11022-7490-488c-8cde-0c9deffe0dc1,,,,,,M,,Leaver,2014-05-06 12:00:00,12,112,3,0,1,3,0,21,0,2,0,2,5,1,1,3,0
235076,73c70ce3-2d63-4c4a-a7c7-c23db3d6f7a9,,,,,,M,,C,2011-09-06 12:00:00,8,111,11,0,0,1,0,31,0,1,0,1,2,1,0,5,0
162913,552f75b3-0df8-4a83-81ad-496722923c04,,,,,,M,,C,2013-09-05 12:00:00,11,128,7,0,1,0,0,1,1,1,0,1,2,2,0,5,0
203225,f727f13c-389a-4d75-9201-ebc4ef8f6855,,,,,,M,,M,2011-09-07 12:00:00,12,128,2,0,1,1,0,10,1,1,0,1,1,2,0,2,0
210134,0f94ff00-d7c1-4f7e-a632-e41e4e3e4c0e,,,,,,M,,C,2011-09-05 12:00:00,11,115,7,0,5,0,0,6,0,0,0,0,0,4,0,1,0
184213,176ea65e-7791-4930-8a0d-803b16810db3,,,,,,F,,M,2013-09-05 12:00:00,8,123,4,0,1,1,0,38,0,1,0,1,1,3,0,4,0
135307,857f5bf4-3715-4ea6-90e2-c64f6dc5af88,,,,,,M,,C,2010-09-02 12:00:00,10,122,2,0,3,1,0,5,0,2,0,2,1,2,0,0,0
183434,1f350879-6d3b-461b-af2f-d88919d31eb5,,,,,,M,,C,2010-09-02 12:00:00,7,43,6,0,1,0,0,28,2,0,0,1,6,1,0,2,0
162464,e4325ab1-b288-437b-92bb-21f305363678,,,,,,M,,C,2010-09-01 12:00:00,8,102,1,0,3,2,0,31,0,1,0,0,12,0,0,3,0
173608,63015b03-5deb-426d-9f47-8dd07364b3f8,,,,,,M,,Leaver,2009-09-03 12:00:00,Leaver,103,1,0,1,1,0,20,0,1,0,2,4,1,0,2,0
133873,9cb85e3e-a1e2-4a18-8cee-81dd591fc577,,,,,,M,,C,2012-09-05 12:00:00,11,123,2,0,13,1,0,1,0,1,0,0,4,4,0,11,0
155434,62da0cb7-dc35-4a45-b7d9-18588dbdace6,,,,,,M,,Leaver,2012-09-05 12:00:00,12,98,1,0,4,0,0,36,1,0,0,1,4,3,0,1,0
196260,cf18e104-18df-4420-9bc3-f63dba6a19eb,,,,,,M,,C,2011-09-06 12:00:00,11,101,3,0,3,2,0,2,1,1,0,3,3,5,1,9,0
153579,54fe0842-d645-42b1-af78-358605946c7e,,,,,,F,,C,2011-09-06 12:00:00,12,78,2,0,5,1,0,17,1,0,0,1,1,2,0,2,0
267661,dd70de78-1ebe-4b08-97e1-4b2df2c6c97c,,,,,,F,,C,2010-09-01 12:00:00,12,99,3,0,9,0,0,16,0,3,0,1,1,1,0,2,0
209688,d8e2ce6e-35c4-4c38-adb6-2b29e301a630,,,,,,M,,C,2009-09-03 12:00:00,10,66,2,0,1,0,0,37,2,1,0,0,3,1,1,1,0
187522,c5546ba2-027f-44c9-a6bc-7976ce252c19,,,,,,F,,Leaver,2012-09-06 12:00:00,Leaver,91,7,0,0,1,0,24,1,1,0,0,7,1,0,3,0
205902,a0ccbbd9-5460-481a-b90b-90ebc92a786e,,,,,,M,,Leaver,2011-09-07 12:00:00,8,126,1,0,5,1,0,7,1,1,0,0,3,6,0,6,0
142278,85d128dc-4d36-4ef9-b6b0-fd53a8072da8,,,,,,F,,C,2010-09-02 12:00:00,8,107,4,0,8,1,0,33,0,1,0,0,2,0,0,2,0
253776,7d664e4d-892b-4c8c-9e6c-84a110484a46,,,,,,F,,C,2011-09-05 12:00:00,9,112,4,0,4,1,0,6,2,1,0,3,3,0,1,11,0
201763,21008208-dec9-4eb6-a92c-cdb6b4196019,,,,,,M,,Leaver,2011-09-05 12:00:00,12,98,2,0,3,0,0,3,1,1,0,1,3,1,0,2,0
233135,4263f33c-521f-4508-bae3-e40633828167,,,,,,M,,C,2013-09-03 12:00:00,10,108,4,0,2,1,0,6,1,1,0,1,1,1,0,2,0
117511,4b5cd7a3-3b04-457d-b6fe-418a855631b4,,,,,,F,,C,2010-09-01 12:00:00,10,129,5,0,2,0,0,10,1,0,0,2,1,2,0,1,0
207566,203e4b65-f5cc-4249-97b6-cb756e9bb5ff,,,,,,F,,C,2012-09-06 12:00:00,9,133,5,0,11,2,0,9,2,0,0,0,2,1,0,0,0
206381,def42c45-cd86-45f6-a7db-30eea4858826,,,,,,F,,C,2013-09-03 12:00:00,12,118,2,0,7,0,0,46,2,0,0,1,4,1,0,0,0
175355,5724f50b-2a87-4363-9d36-b8e9f3e4ba36,,,,,,M,,C,2009-09-03 12:00:00,10,99,7,0,0,0,0,14,0,0,0,1,1,1,0,5,0
253723,95a15317-a0d4-4048-88f6-e9fb112f43c9,,,,,,M,,C,2013-09-03 12:00:00,10,99,1,0,12,3,0,1,0,1,0,3,4,3,0,9,0
236766,2bb58203-fb6f-412e-bef8-c49490e7d1dd,,,,,,M,,C,2010-09-02 12:00:00,9,106,10,0,4,1,0,12,0,0,0,2,3,4,0,2,0
170702,bf721b9d-8ba8-46a2-ba60-0e5962094d06,,,,,,M,,C,2010-09-01 12:00:00,11,120,6,0,6,0,0,5,1,0,0,1,0,0,1,1,0
203843,1f3fb258-7475-4a53-9026-5af27b49718b,,,,,,F,,C,2012-09-04 12:00:00,10,118,6,0,2,0,0,14,1,1,0,2,2,1,1,14,0
221536,31449a9b-c6da-4974-affe-253af966746f,,,,,,F,,S,2012-09-06 12:00:00,11,133,2,0,6,2,0,11,1,1,0,0,0,0,0,0,0
249137,e188a7a5-3e39-4f22-8224-6c06a01b1054,,,,,,F,,C,2011-09-06 12:00:00,10,125,2,0,2,2,0,24,0,0,0,2,1,1,0,3,0
243136,000e5ccd-478d-47e1-97b1-779b1e8122a8,,,,,,M,,Leaver,2013-09-03 12:00:00,11,101,2,0,6,0,0,29,0,1,0,3,5,2,0,9,0
167387,7f1a6392-8dd6-4c67-b14a-0db302ddcc48,,,,,,M,,M,2011-09-05 12:00:00,9,59,9,0,3,0,0,7,1,1,0,2,3,1,1,6,0
191053,74ace721-05fe-4613-b746-3843c6f36d95,,,,,,F,,C,2011-09-07 12:00:00,12,67,12,0,4,1,0,50,1,1,0,1,1,1,1,3,0
181177,c19d66ec-61cf-4552-85ff-55a69be14bb7,,,,,,M,,C,2009-09-01 12:00:00,11,122,6,0,4,1,0,6,0,1,0,1,4,3,0,4,0
156549,a013de0d-4f0e-43dc-b480-57f911e702af,,,,,,M,,C,2009-09-01 12:00:00,8,127,8,0,7,1,0,13,0,1,0,1,0,1,1,5,0
187345,49cb3045-140f-4157-b48a-f20e6a076285,,,,,,F,,C,2009-09-01 12:00:00,9,130,2,0,7,0,0,12,0,1,0,1,3,1,0,5,0
172176,da652eb5-b806-473b-80d5-0a64471ba134,,,,,,F,,C,2012-09-04 12:00:00,10,93,8,0,0,1,0,7,0,0,0,3,3,2,0,1,0
221774,33b6f0bf-b19a-4489-9a61-220b6cf4dfd8,,,,,,M,,C,2009-09-03 12:00:00,12,130,3,0,1,1,0,28,1,1,0,0,2,1,1,4,0
220587,109d4c71-9ee1-41b9-8d52-90efbc641c92,,,,,,M,,C,2009-09-03 12:00:00,11,130,2,0,2,1,0,25,0,0,0,1,5,0,0,10,0
154991,d34bfa6d-eebf-46cd-855c-f886f15e0316,,,,,,F,,C,2010-04-19 12:00:00,10,92,9,0,1,1,0,2,0,0,0,2,2,1,0,5,0
126017,5e20615a-125b-4fd0-b1a9-efe9a16bf26e,,,,,,M,,C,2011-09-05 12:00:00,12,107,2,0,3,1,0,25,0,0,0,3,1,1,0,0,0
182933,779e4803-7cf5-4880-b610-84bfb5300119,,,,,,M,,C,2013-09-03 12:00:00,11,94,5,0,5,0,0,15,2,1,0,3,6,1,0,4,0
163016,003b36f0-c668-4956-bbbe-2a3ed0aef277,,,,,,M,,C,2011-09-05 12:00:00,10,113,4,0,10,0,0,5,0,1,0,2,7,1,0,1,0
213454,23df4970-0bf9-402c-ab08-8036150df2eb,,,,,,M,,C,2012-09-04 12:00:00,10,122,2,0,3,1,0,30,1,0,0,1,1,1,0,1,0
125770,b34b640c-489d-4b1d-a284-957331216408,,,,,,M,,C,2010-09-02 12:00:00,11,132,3,0,10,1,0,6,0,1,0,2,3,1,0,5,0
212721,3f0b5306-97b8-48f2-87bc-569aa7a4eeb1,,,,,,M,,C,2009-09-02 12:00:00,11,120,1,0,3,1,0,0,1,0,0,4,3,2,0,0,0
231051,ac26212a-f9ea-4157-8485-5b7ee88a9bcc,,,,,,M,,C,2010-09-01 12:00:00,Leaver,74,6,0,1,1,0,18,0,1,0,0,5,0,0,2,0
178208,03274521-1bd5-487a-adb5-1f4278dc12d0,,,,,,F,,Leaver,2012-09-04 12:00:00,9,108,2,0,1,0,0,4,2,0,0,0,3,3,0,5,0
143398,bfec5645-9b85-4b37-9579-9ac984ddc85f,,,,,,F,,C,2011-02-14 12:00:00,10,68,1,0,1,0,0,25,1,0,0,0,2,1,1,3,0
171996,3b0069ad-d489-4520-9c40-ace9b813affe,,,,,,M,,C,2011-09-06 12:00:00,Leaver,103,7,0,0,0,0,23,1,2,0,4,3,1,0,3,0
149389,72f0890f-b3c2-49f2-8507-cb77da48e0b5,,,,,,F,,C,2014-07-10 12:00:00,10,95,1,0,7,2,0,25,1,0,0,1,8,1,0,2,0
223141,89879a66-9496-49f6-9f69-41f9ba9e8db1,,,,,,F,,Leaver,2013-09-04 12:00:00,10,55,0,0,4,1,0,12,1,1,0,1,2,0,0,6,0
259491,c86e2061-3a4a-49f8-906a-cb24b6f821d7,,,,,,M,,Leaver,2011-09-01 12:00:00,12,85,1,0,3,0,0,18,0,0,0,1,0,1,0,3,0
188299,30b47ee7-5819-4bc2-8e99-3ae604bb5530,,,,,,F,,Leaver,2010-09-01 12:00:00,12,99,1,0,5,2,0,46,2,0,0,2,3,1,0,6,0
116767,9042d1c2-f401-4650-8b26-62965f42bbce,,,,,,M,,C,2010-09-02 12:00:00,11,133,1,0,4,1,0,12,1,0,0,0,2,4,1,8,0
203890,30ce977d-d506-4dd0-a0ff-0d610d52bed2,,,,,,F,,C,2009-09-02 12:00:00,9,103,4,0,2,0,0,1,0,1,0,4,0,3,1,6,0
194770,3d9bc10d-6129-4a19-904e-0b21a3a90340,,,,,,F,,Leaver,2011-09-05 12:00:00,10,120,6,0,0,0,0,19,1,0,0,1,0,1,0,3,0
177575,9c2007bc-4049-4daf-9d11-c30125d52dc8,,,,,,F,,C,2009-09-03 12:00:00,10,134,6,0,1,1,0,6,0,0,0,0,3,0,0,1,0
204242,22449011-d7e4-473a-b86a-99fdc1f07935,,,,,,M,,C,2012-09-06 12:00:00,9,134,7,0,3,1,0,2,0,2,0,1,2,0,0,1,0
262949,34f0e672-1f5a-4d97-aad8-cf90540ee158,,,,,,F,,S,2011-09-05 12:00:00,11,133,4,0,10,2,0,9,1,0,0,0,0,0,0,1,0
202523,3f178715-e485-4b4f-b662-65e56d449fcd,,,,,,M,,C,2010-09-01 12:00:00,Leaver,107,7,0,8,2,0,31,2,0,0,1,0,1,1,7,0
173660,cf17c8f6-5d57-4886-bb96-960d31e1ce4b,,,,,,F,,C,2013-02-01 12:00:00,Leaver,91,1,0,10,1,0,23,1,0,0,3,5,2,1,6,0
184209,9e350614-ceb5-4820-aa28-e302e234832f,,,,,,F,,Leaver,2010-09-06 12:00:00,10,111,7,0,3,1,0,2,1,0,0,2,3,3,0,7,0
232235,f3a787aa-a334-4d10-b633-ef1d610f8859,,,,,,M,,C,2011-09-05 12:00:00,9,104,2,0,1,1,0,11,1,0,0,2,4,1,0,5,0
258867,681ab062-2571-4ad4-978c-c675c448056c,,,,,,F,,Leaver,2011-09-07 12:00:00,8,117,1,0,11,1,0,15,1,1,0,3,1,2,0,6,0
184260,bf0fb665-10ff-4722-a2cb-48a56aaa68d5,,,,,,F,,C,2012-09-05 12:00:00,10,110,2,0,3,0,0,9,1,0,0,0,5,2,0,4,0
176081,ca1de562-5b6b-4291-945f-736af8f97dbf,,,,,,M,,C,2010-09-02 12:00:00,12,117,8,0,7,1,0,22,1,0,0,4,4,0,0,6,0
178765,ac66043f-fa77-409d-9b25-632de08e8942,,,,,,M,,Leaver,2011-09-06 12:00:00,9,93,3,0,12,1,0,8,1,0,0,1,6,1,0,3,0
238396,8cfd17e2-f529-4b9a-8631-ec9ae9bdff1e,,,,,,M,,C,2013-09-03 12:00:00,9,99,5,0,9,2,0,16,1,0,0,1,2,0,0,1,0
160706,c69e5421-4741-451d-bd90-ad18a6564342,,,,,,M,,Leaver,2009-09-01 12:00:00,8,122,2,0,7,1,0,6,1,1,0,2,4,1,1,7,0
151409,1f6fadbc-762c-428a-8808-1ed8352d3136,,,,,,M,,C,2013-09-05 12:00:00,9,109,7,0,0,0,0,11,1,1,0,1,2,1,0,3,0
238068,a517404b-83b2-4157-9056-d9f5c3a93fd4,,,,,,F,,Leaver,2011-09-07 12:00:00,8,70,3,0,8,1,0,16,1,2,0,2,2,1,0,0,0
212397,e14af01f-2922-451f-8c3b-7cc003a44f98,,,,,,F,,C,2012-09-01 12:00:00,10,87,7,0,1,1,1,6,2,1,0,2,2,2,1,1,0
161821,c53a7a12-7048-47f6-8df3-1155feb9fc17,,,,,,F,,C,2013-09-03 12:00:00,11,99,2,0,2,1,0,2,2,0,0,1,5,1,0,2,0
183133,75230ac1-9b08-4b65-a53b-67c1e7da0f59,,,,,,F,,C,2012-09-01 12:00:00,8,112,5,0,1,0,0,31,0,0,0,0,0,1,0,2,0
217370,ea9c7376-6836-4612-b036-eafe46ce57fa,,,,,,F,,C,2011-09-06 12:00:00,8,110,4,0,10,2,0,6,0,1,0,1,4,0,0,6,0
238765,9f1a2060-9cf5-4e2b-b109-7fa797c9d540,,,,,,M,,C,2011-09-07 12:00:00,Leaver,55,3,0,0,1,0,66,0,1,0,1,6,0,0,2,0
158114,7b4fff8a-7808-478a-8c8b-973573e7c102,,,,,,M,,C,2010-09-02 12:00:00,11,125,9,0,1,1,0,8,1,1,0,0,3,1,0,0,0
170641,a578e2d2-91de-4c23-99c3-ac187f680c42,,,,,,F,,C,2013-09-03 12:00:00,10,107,0,0,6,0,0,40,1,0,0,0,1,1,1,5,0
147121,a64eaf51-0125-47ae-8cc3-8da1cb1549e9,,,,,,F,,C,2011-09-07 12:00:00,8,112,3,0,2,0,0,30,0,1,0,3,1,1,0,1,0
227881,fd5112f7-4d5c-4b6b-8a70-adf147f6be95,,,,,,M,,Leaver,2010-09-02 12:00:00,10,109,9,0,2,1,0,17,1,1,0,1,5,1,0,1,0
217948,68931dd2-fe22-4013-9237-89136e0cce95,,,,,,M,,C,2013-09-01 12:00:00,8,95,4,0,2,3,0,19,2,1,0,3,1,3,0,1,0
165320,0087b415-687f-4221-b94f-0453cab7f332,,,,,,F,,Leaver,2010-09-01 12:00:00,10,96,1,0,1,1,0,9,1,1,0,2,4,0,0,0,0
153977,955332b6-fd03-4f90-a121-3b86019a17fb,,,,,,M,,C,2013-09-05 12:00:00,9,84,1,0,8,1,0,4,0,0,0,2,2,1,1,3,0
179034,efb0c919-047f-4d5d-af8d-711aa675ef0a,,,,,,F,,C,2011-09-01 12:00:00,12,85,0,0,5,1,0,34,0,1,0,1,10,2,0,2,0
182550,b97dd04a-00b2-4a94-9fa6-7e92fadaf9eb,,,,,,F,,C,2010-09-02 12:00:00,11,93,6,0,8,1,0,3,1,0,0,1,5,0,0,2,0
222444,ebecca1f-2382-4c7c-90e8-0dcacec21f31,,,,,,M,,C,2010-09-02 12:00:00,11,131,7,0,2,3,0,1,1,2,0,0,1,3,0,3,0
218662,396f0cf3-bd97-4801-ace8-4487ce064326,,,,,,M,,C,2013-09-05 12:00:00,9,120,4,0,0,1,0,30,0,1,0,2,3,3,0,6,0
149675,2c3e5cae-7dce-4e2e-9568-6b1fdb4ceef4,,,,,,F,,C,2012-09-05 12:00:00,12,115,1,0,7,1,0,12,4,1,0,1,5,0,0,0,0
211716,58190e49-2e77-406b-81db-a85c02e1c95c,,,,,,F,,C,2011-09-07 12:00:00,9,127,1,0,2,2,0,15,2,0,0,2,5,0,0,7,0
132415,9373a472-4f2d-4382-a3b6-fea4aa595ec7,,,,,,F,,C,2013-09-05 12:00:00,8,129,5,0,3,2,0,39,3,2,0,1,1,1,0,1,0
149565,6e34d939-e119-4404-820b-4856440fe88c,,,,,,M,,C,2011-09-05 12:00:00,10,109,6,0,1,1,0,24,1,1,0,2,0,3,0,10,0
153032,6c149da3-c53c-40c7-a515-e90036b1317b,,,,,,F,,Leaver,2009-09-01 12:00:00,10,58,7,0,6,1,0,2,1,0,0,1,4,1,0,5,0
176036,9b929a2f-e4a8-40e9-8068-345181bc2529,,,,,,F,,C,2013-09-02 12:00:00,10,97,9,0,3,0,0,20,1,2,0,3,3,2,1,6,0
137438,edc90b48-6867-4045-82ce-56ed7f687408,,,,,,F,,Leaver,2010-09-22 12:00:00,7,85,9,0,2,1,0,10,0,0,0,1,2,2,0,5,0
174906,989d752e-58b4-40db-b121-6f132defc5dc,,,,,,M,,C,2009-09-03 12:00:00,8,128,10,0,7,3,0,21,0,1,0,2,2,0,0,2,0
197119,23e87b71-52a1-4c24-bdc0-466d16bdf15a,,,,,,M,,C,2009-09-03 12:00:00,8,101,2,0,1,1,0,38,1,0,0,2,6,1,1,5,0
217743,13ec94d5-c04e-4d04-a821-77a9d411ed53,,,,,,F,,C,2013-09-04 12:00:00,11,98,6,0,7,1,0,12,1,1,0,2,1,1,0,2,0
239785,8412bbd5-6510-47ad-ba20-da2133bbac00,,,,,,M,,C,2013-09-03 12:00:00,10,86,1,0,6,1,0,24,0,1,0,2,5,1,0,2,0
194969,c63d69bc-aa73-4795-b12b-24dd5c74a8f7,,,,,,F,,C,2012-09-01 12:00:00,9,80,0,0,7,2,0,28,1,0,0,3,8,0,0,5,0
219057,2c3db4ea-77c7-4199-9407-7a5cd9d0ad3c,,,,,,M,,C,2013-09-03 12:00:00,11,129,3,0,7,0,0,14,1,1,0,2,2,1,0,7,0
192222,7c5b09ac-291c-4975-b1b9-cfdbd853f554,,,,,,M,,C,2012-09-01 12:00:00,9,118,7,0,11,1,0,3,1,1,0,1,3,3,1,4,0
142608,98d3bc5e-a0e3-4d23-b2bb-22d4c3be989c,,,,,,M,,C,2009-09-03 12:00:00,12,123,1,0,8,2,0,14,1,0,0,0,3,0,1,7,0
152118,9525b5df-d14a-4045-837c-5ed043f1d920,,,,,,F,,C,2012-09-06 12:00:00,12,118,1,0,13,1,0,14,1,1,0,0,1,1,0,2,0
151297,a044cd16-2d0d-4800-ba46-33560d15465c,,,,,,F,,C,2009-09-01 12:00:00,12,98,2,0,10,1,0,18,0,1,0,2,1,2,1,1,0
152690,ae6d348a-2fbf-48c1-9ecb-49b0473fbbc1,,,,,,F,,Leaver,2013-09-05 12:00:00,10,127,1,0,4,1,0,5,2,1,0,2,0,1,0,7,0
195108,61071186-1ddf-4328-b59c-8b8c67922e56,,,,,,F,,Leaver,2011-09-07 12:00:00,11,113,4,0,1,2,0,0,3,0,0,2,0,2,1,10,0
198615,a845c483-969e-41c8-9d9b-fa94806cfd9e,,,,,,M,,C,2011-09-07 12:00:00,11,110,3,0,7,1,0,3,2,0,0,1,0,0,1,5,0
194132,de7fbf15-fd5e-4fd3-96f7-30c166c2ebc3,,,,,,M,,C,2013-09-01 12:00:00,12,117,5,0,1,1,0,5,0,0,0,1,1,0,0,0,0
122296,9b793b7c-1d2f-40a7-b706-0c31cf9e3eb9,,,,,,F,,C,2013-09-02 12:00:00,Leaver,114,1,0,5,1,0,19,0,0,0,1,3,1,0,8,0
154275,5c79e9f1-4289-4118-9c99-02a7c72f2329,,,,,,M,,C,2013-09-01 12:00:00,12,113,3,0,10,2,0,31,2,0,0,0,2,1,0,5,0
192099,6d0df004-1749-4e84-ba68-a82a3380c316,,,,,,F,,C,2009-09-03 12:00:00,10,96,2,0,6,1,0,17,2,0,0,2,2,1,0,7,0
213597,4aaf6bc8-e5b7-4be8-8587-ce34873b7fff,,,,,,M,,C,2009-09-01 12:00:00,11,130,3,0,6,1,0,1,1,0,0,2,2,4,0,1,0
257244,e9763e1f-4f99-4014-9514-a3e6dad47568,,,,,,F,,C,2011-09-07 12:00:00,10,84,3,0,3,0,0,17,1,1,0,1,1,2,1,4,0
220055,af41d713-6910-4871-ba23-5c264ca11bbb,,,,,,F,,C,2013-09-05 12:00:00,9,87,4,0,0,0,0,16,0,0,0,0,2,2,1,5,0
197657,dbc9f465-b042-4b6d-8abd-c776b8dda9a9,,,,,,F,,C,2013-09-03 12:00:00,8,78,10,0,7,0,0,24,1,2,0,3,3,2,0,4,0
259589,c4aab447-1a5c-4717-ad2e-4d7fc02abf06,,,,,,M,,C,2013-09-04 12:00:00,Leaver,77,6,0,1,2,0,14,1,0,0,1,4,0,1,2,0
216864,7210c659-dba6-4c41-8a90-dea7110c42c0,,,,,,M,,C,2009-09-01 12:00:00,11,128,4,0,2,2,0,5,1,1,0,2,4,2,0,3,0
174590,b917b0b3-e835-4dc4-819c-e0afce923006,,,,,,F,,C,2009-09-03 12:00:00,9,133,1,0,5,1,0,6,0,1,0,2,1,1,0,2,0
229298,88db05c1-83a7-48f8-b0d8-b6690aee34e3,,,,,,F,,C,2012-09-04 12:00:00,8,99,2,0,1,0,0,28,0,1,0,1,2,1,0,9,0
122889,ae8e3b93-e6be-4b0a-be49-95c8d8402d9a,,,,,,F,,C,2009-09-01 12:00:00,8,124,1,0,1,0,0,11,1,2,0,5,4,4,0,2,0
181053,99fd47f7-ca53-49db-857d-b15fb4820042,,,,,,M,,C,2012-09-05 12:00:00,11,129,1,0,7,0,0,0,0,1,0,4,0,1,0,3,0
199293,1512a525-9d2f-4e7b-9434-d77675af8f43,,,,,,M,,C,2013-09-05 12:00:00,11,118,9,0,2,2,0,8,1,0,0,0,7,0,0,3,0
182981,fc7816b2-7b19-4349-bc19-1d15c82c1230,,,,,,M,,Leaver,2012-09-04 12:00:00,9,114,1,0,7,1,0,2,1,1,0,1,0,0,0,1,0
185967,d850a9e6-68e3-495f-a255-d6a4fb935e99,,,,,,M,,C,2009-09-01 12:00:00,12,114,2,0,2,0,0,23,1,0,0,2,2,1,0,1,0
186925,e684ea47-473f-488f-bd1e-eecbad620563,,,,,,M,,M,2010-09-01 12:00:00,Leaver,108,8,0,0,0,0,30,2,1,0,2,3,2,0,3,0
131342,73b8fa03-7797-4db3-93ea-631ecd164b90,,,,,,F,,C,2012-09-04 12:00:00,9,122,1,0,11,0,0,10,1,0,0,0,4,4,0,4,0
246049,b23dd92f-e29c-4fc5-9d7f-35699b0386b6,,,,,,F,,C,2012-09-06 12:00:00,11,122,4,0,3,0,0,9,1,0,0,3,4,0,0,1,0
174920,110d67c5-7bff-420c-aca3-042847b158ab,,,,,,M,,C,2013-09-06 12:00:00,8,109,4,0,5,1,0,1,0,0,0,0,5,1,0,6,0
